payment_mode,product_category,seller_tier,delivery_zone,time_slot,order_value,delivery_attempts,customer_rating,days_to_deliver,address_quality_score,is_repeat_customer,holiday_season,seller_rating,pincode_density,rto
Prepaid,Books,Bronze,Metro,Morning,1435.07,2,3,4,0.69,1,0,3.2,High,1
COD,Sports,Bronze,Tier1,Evening,2200.29,2,4,4,0.69,0,0,3.8,Medium,0
COD,Sports,Bronze,Tier1,Morning,1154.39,3,1,5,0.93,1,0,3.9,Medium,0
Prepaid,Beauty,Bronze,Metro,Afternoon,4021.19,1,3,2,0.74,0,0,4.9,Medium,0
Prepaid,Electronics,Gold,Tier2,Afternoon,4480.41,1,4,1,0.32,0,0,3.4,Medium,0
COD,Toys,Silver,Rural,Afternoon,563.21,1,4,4,0.34,0,1,2.5,Medium,1
Prepaid,Books,Silver,Tier2,Evening,1618.86,1,5,6,0.42,1,0,2.5,Medium,0
COD,Sports,Gold,Tier2,Evening,2333.21,1,1,2,0.23,0,0,3.7,High,0
COD,Toys,Bronze,Tier2,Morning,928.16,2,3,4,0.49,1,1,3.2,Medium,1
COD,Home,Silver,Rural,Morning,1571.31,3,4,2,0.51,1,0,2.9,High,1
COD,Home,Silver,Tier2,Morning,405.79,1,2,4,0.77,1,1,3.9,Medium,0
COD,Books,Silver,Tier2,Afternoon,1167.3,1,4,2,0.46,1,0,2.8,Low,0
Card,Beauty,Bronze,Rural,Afternoon,1168.33,3,1,5,0.89,1,0,4.0,Medium,0
Prepaid,Sports,Bronze,Tier1,Afternoon,1531.38,2,3,3,0.51,1,0,4.8,High,0
Prepaid,Books,Gold,Metro,Morning,891.86,1,5,4,1.0,1,0,2.7,Low,0
COD,Fashion,Bronze,Tier2,Morning,2303.22,2,4,2,0.58,0,0,4.9,High,0
COD,Beauty,Silver,Metro,Afternoon,636.13,2,5,5,0.91,1,1,3.9,Medium,1
COD,Sports,Bronze,Tier1,Morning,888.76,1,2,5,0.38,0,0,3.1,Medium,1
COD,Sports,Bronze,Metro,Evening,685.67,1,3,4,0.2,1,1,3.5,Low,1
COD,Toys,Bronze,Tier2,Morning,496.38,3,3,5,0.61,1,0,3.7,High,0
UPI,Books,Bronze,Rural,Afternoon,4929.51,2,3,5,0.61,1,0,2.7,Medium,0
Prepaid,Sports,Silver,Metro,Morning,1384.06,1,3,4,0.96,0,0,4.2,Medium,0
Prepaid,Toys,Silver,Metro,Evening,1178.29,1,4,3,0.36,1,1,4.8,High,0
Prepaid,Sports,Silver,Metro,Afternoon,2515.33,1,4,3,0.36,0,1,4.7,Medium,1
Card,Electronics,Silver,Tier2,Morning,1327.24,2,4,6,0.54,1,0,3.6,Medium,0
COD,Beauty,Silver,Tier1,Morning,1550.94,1,3,3,0.61,0,0,2.5,High,0
COD,Books,Silver,Tier1,Morning,269.93,1,4,4,0.71,0,1,4.9,Low,1
COD,Electronics,Silver,Metro,Morning,2689.77,1,4,5,0.44,1,0,2.7,High,0
UPI,Books,Silver,Tier1,Evening,3256.52,3,4,4,0.41,0,0,4.4,Low,1
Card,Fashion,Silver,Tier1,Morning,3340.14,2,3,4,0.87,0,0,3.3,Low,0
COD,Home,Bronze,Tier2,Morning,602.2,1,5,6,0.6,0,1,4.7,Medium,0
UPI,Toys,Silver,Metro,Afternoon,2274.11,2,3,3,0.95,0,1,4.8,Medium,0
UPI,Books,Bronze,Tier2,Evening,3449.42,1,3,3,0.75,1,0,3.4,Low,0
COD,Beauty,Gold,Tier1,Afternoon,1693.7,1,4,3,0.25,0,0,3.4,Medium,0
COD,Books,Silver,Tier1,Evening,524.82,1,1,5,0.29,0,0,4.8,High,1
COD,Books,Silver,Tier1,Morning,1569.38,1,3,3,0.9,1,0,4.2,Medium,0
Card,Books,Gold,Tier2,Evening,1628.14,1,5,4,0.37,1,0,2.6,High,0
COD,Sports,Silver,Tier2,Afternoon,1599.26,1,5,6,0.33,1,1,2.8,Medium,1
UPI,Books,Bronze,Rural,Morning,3642.17,1,2,2,0.91,0,0,2.8,High,0
COD,Sports,Silver,Metro,Afternoon,1321.11,1,4,3,0.96,1,0,5.0,Medium,1
Prepaid,Beauty,Silver,Metro,Afternoon,587.34,2,1,3,0.72,1,0,3.3,Low,0
COD,Beauty,Silver,Metro,Evening,774.05,1,1,2,0.28,1,0,2.9,Medium,0
Prepaid,Books,Bronze,Tier1,Morning,1597.71,1,5,8,0.22,1,0,4.9,High,0
UPI,Sports,Silver,Metro,Afternoon,2061.59,1,4,5,0.68,1,0,3.4,Medium,0
UPI,Home,Bronze,Metro,Afternoon,1983.3,3,5,4,0.25,0,0,3.0,High,0
UPI,Books,Silver,Tier1,Evening,1273.78,3,4,3,0.64,1,1,4.3,Medium,0
COD,Toys,Silver,Tier2,Afternoon,1213.06,3,5,2,0.52,1,0,4.4,Medium,1
Prepaid,Toys,Gold,Tier2,Morning,1870.9,2,4,1,0.23,0,0,4.7,High,1
COD,Beauty,Bronze,Tier1,Morning,260.42,1,4,5,0.96,1,1,2.8,Low,0
COD,Toys,Bronze,Tier1,Evening,7951.37,1,4,4,0.21,1,0,3.1,Medium,0
Prepaid,Toys,Silver,Tier2,Afternoon,7049.66,3,5,4,0.48,0,0,4.6,Medium,0
COD,Fashion,Gold,Tier1,Evening,1903.46,2,1,3,0.84,0,0,4.3,High,1
Prepaid,Books,Silver,Tier2,Evening,2879.15,1,4,4,0.98,0,0,4.2,High,0
Card,Books,Silver,Rural,Afternoon,2121.1,1,1,3,0.24,1,0,4.1,High,0
COD,Books,Silver,Rural,Morning,3412.17,2,4,1,0.96,1,0,4.7,Medium,1
Prepaid,Books,Bronze,Tier1,Evening,1741.2,3,4,6,0.47,0,1,3.4,Medium,0
COD,Electronics,Bronze,Tier2,Morning,468.17,1,5,6,0.33,0,0,4.5,Medium,1
COD,Books,Silver,Tier2,Morning,2752.33,1,5,4,0.86,0,1,3.4,High,0
COD,Sports,Bronze,Tier1,Afternoon,520.56,3,1,7,0.71,1,0,4.5,Medium,1
Card,Beauty,Bronze,Tier2,Afternoon,2382.79,3,1,5,0.28,1,0,2.9,High,0
UPI,Sports,Silver,Tier1,Morning,1233.8,2,4,3,0.69,0,0,4.1,Medium,0
Card,Beauty,Silver,Tier2,Morning,1295.41,1,3,7,0.85,0,0,3.1,Low,1
Card,Electronics,Bronze,Metro,Morning,2259.72,1,4,4,0.64,1,0,3.1,High,1
COD,Books,Silver,Metro,Evening,1270.95,1,3,9,0.47,0,1,2.6,Low,1
COD,Home,Silver,Tier2,Morning,686.35,1,5,5,0.37,0,0,4.7,High,0
Prepaid,Sports,Bronze,Tier1,Evening,1284.43,2,4,3,0.8,0,0,4.3,Medium,0
Prepaid,Books,Silver,Metro,Afternoon,1861.48,1,4,4,0.52,1,1,4.7,Low,0
COD,Beauty,Bronze,Tier1,Afternoon,657.27,1,3,5,0.87,0,0,4.5,Medium,1
COD,Sports,Silver,Metro,Morning,1621.96,2,4,6,0.81,0,0,3.5,High,0
Prepaid,Fashion,Silver,Tier2,Afternoon,4043.2,1,3,4,0.8,1,0,4.3,Medium,0
Prepaid,Toys,Gold,Tier1,Morning,1066.23,2,4,5,0.84,1,0,2.7,Low,0
COD,Fashion,Silver,Metro,Evening,962.13,2,4,4,0.64,1,0,4.3,High,0
Prepaid,Home,Silver,Tier1,Morning,2632.95,1,2,3,0.82,0,0,4.8,Low,0
Prepaid,Books,Silver,Metro,Afternoon,1043.32,3,1,5,0.9,1,0,4.8,Medium,0
Prepaid,Electronics,Bronze,Tier2,Morning,2081.72,1,4,6,0.44,0,1,3.1,Low,0
COD,Books,Silver,Metro,Afternoon,1843.58,2,2,3,0.4,1,1,3.8,Low,1
Prepaid,Home,Gold,Tier2,Evening,651.64,2,2,4,0.57,1,0,2.9,High,0
COD,Home,Silver,Metro,Afternoon,328.52,1,2,3,0.64,1,1,4.1,Low,1
COD,Toys,Silver,Tier1,Afternoon,1065.37,1,4,2,0.22,1,0,3.2,Low,0
UPI,Home,Gold,Tier2,Afternoon,2928.21,3,5,5,0.35,0,0,3.7,Medium,1
Prepaid,Fashion,Gold,Metro,Afternoon,755.7,1,5,4,0.22,0,0,2.6,Low,0
COD,Toys,Bronze,Metro,Afternoon,374.16,1,5,3,0.65,0,0,3.3,High,0
Prepaid,Books,Gold,Tier1,Afternoon,2876.4,1,4,3,0.82,0,0,4.9,High,0
Prepaid,Sports,Bronze,Metro,Morning,2125.97,2,5,5,0.86,0,0,4.3,Low,1
UPI,Books,Silver,Tier1,Evening,2619.58,1,2,4,0.65,0,0,3.1,High,1
Prepaid,Electronics,Bronze,Tier2,Morning,2594.75,1,4,2,0.23,1,0,2.6,Low,0
Prepaid,Home,Gold,Metro,Evening,1153.19,1,5,2,0.67,1,0,4.2,High,0
Prepaid,Home,Bronze,Tier1,Morning,2879.6,1,5,10,0.52,1,0,4.8,High,0
COD,Beauty,Gold,Rural,Evening,790.41,1,3,4,0.88,1,1,4.0,Low,0
COD,Toys,Silver,Rural,Evening,597.18,2,4,5,0.53,1,1,3.6,Low,0
COD,Beauty,Silver,Metro,Morning,1579.83,3,4,5,0.77,1,0,4.6,Medium,1
Prepaid,Toys,Bronze,Metro,Morning,2730.86,1,4,3,0.36,1,0,3.8,Low,0
Prepaid,Fashion,Bronze,Tier1,Evening,3437.99,3,4,4,0.94,0,1,4.7,Medium,1
COD,Toys,Silver,Metro,Afternoon,1383.07,2,5,5,0.44,1,0,4.2,Low,0
COD,Books,Silver,Metro,Evening,342.28,2,5,4,0.2,1,0,2.6,High,0
Prepaid,Electronics,Bronze,Metro,Afternoon,3571.14,1,4,4,0.27,1,0,4.1,Low,0
COD,Sports,Bronze,Metro,Evening,670.14,1,3,4,0.38,0,1,3.5,High,1
Prepaid,Toys,Silver,Tier1,Afternoon,3913.7,1,5,3,0.33,1,0,3.8,Low,0
COD,Toys,Bronze,Tier1,Morning,739.9,2,5,1,0.35,1,0,4.1,High,0
Prepaid,Toys,Silver,Metro,Morning,1659.38,3,1,4,0.66,1,0,4.5,High,0
Card,Electronics,Gold,Tier1,Afternoon,2648.11,1,4,4,0.58,0,0,3.0,High,0
COD,Home,Gold,Tier1,Afternoon,940.7,3,5,4,0.77,1,0,3.4,High,1
Prepaid,Electronics,Bronze,Tier2,Afternoon,2009.35,1,5,1,0.83,1,0,2.8,High,0
COD,Home,Silver,Rural,Afternoon,1374.4,2,4,4,0.61,1,1,3.8,Low,1
Prepaid,Sports,Gold,Rural,Morning,1640.03,2,4,2,0.67,1,0,4.0,Low,0
Prepaid,Books,Silver,Tier1,Evening,1615.38,2,5,4,0.82,0,1,2.6,High,0
COD,Electronics,Silver,Tier2,Morning,1631.11,2,3,3,0.27,1,1,3.6,High,0
Prepaid,Home,Gold,Metro,Evening,3334.34,1,5,1,0.55,1,0,3.1,Medium,0
UPI,Books,Gold,Tier1,Morning,1034.21,2,3,3,0.62,1,0,3.9,High,0
COD,Books,Bronze,Tier2,Afternoon,1350.86,3,4,3,0.68,1,0,4.1,Medium,1
COD,Home,Silver,Tier2,Morning,775.1,1,5,3,0.63,0,0,4.1,Low,1
UPI,Home,Silver,Metro,Morning,1615.13,1,4,5,0.48,1,0,2.5,Low,0
Prepaid,Fashion,Bronze,Metro,Afternoon,1142.78,1,3,1,0.43,1,0,3.4,Medium,0
UPI,Books,Bronze,Tier1,Afternoon,2031.69,1,1,4,0.55,0,0,3.7,Medium,0
Prepaid,Home,Silver,Tier2,Morning,1491.11,2,3,6,0.25,0,0,4.3,Medium,1
UPI,Books,Silver,Rural,Morning,1295.89,1,4,3,0.58,1,1,2.7,High,1
COD,Electronics,Bronze,Metro,Evening,1403.52,1,5,5,0.97,1,1,4.8,Low,1
Prepaid,Sports,Silver,Rural,Evening,1353.34,1,5,7,0.24,1,0,2.7,Medium,0
Card,Beauty,Silver,Metro,Morning,1118.24,2,5,6,0.32,0,0,2.7,Low,0
Prepaid,Beauty,Silver,Rural,Evening,1224.07,1,1,6,0.7,0,0,3.2,Low,0
COD,Toys,Bronze,Tier2,Afternoon,552.93,2,5,4,0.77,1,1,3.5,Low,1
COD,Home,Silver,Metro,Morning,1553.85,1,5,2,0.58,0,0,2.6,Medium,0
COD,Home,Bronze,Metro,Morning,1490.23,1,3,4,0.93,0,0,2.7,Medium,0
COD,Books,Silver,Metro,Evening,2582.18,1,5,2,0.59,1,0,4.5,Low,1
COD,Toys,Bronze,Rural,Morning,1835.54,2,1,4,0.29,1,0,3.2,Low,1
Prepaid,Home,Silver,Tier1,Morning,2069.47,1,4,4,0.58,0,0,4.8,High,1
Prepaid,Books,Silver,Tier2,Afternoon,2458.38,1,3,6,0.61,0,1,3.8,High,0
COD,Home,Silver,Metro,Morning,1351.91,2,5,4,0.54,0,0,4.8,High,1
Prepaid,Books,Gold,Rural,Evening,4346.43,2,4,2,0.93,0,1,4.4,Low,1
COD,Home,Silver,Metro,Afternoon,783.22,1,4,4,0.58,0,1,3.0,Low,1
COD,Fashion,Bronze,Metro,Evening,1521.8,1,5,5,0.75,0,1,4.5,Medium,0
COD,Sports,Bronze,Tier1,Morning,537.71,3,1,2,0.61,1,0,3.6,Low,0
Prepaid,Books,Gold,Tier1,Evening,1337.42,1,3,4,0.78,1,1,3.4,Low,0
COD,Sports,Silver,Metro,Evening,6070.77,2,4,4,0.29,0,1,3.5,High,1
COD,Fashion,Gold,Tier2,Afternoon,607.5,1,2,8,0.96,0,0,2.7,High,1
COD,Fashion,Bronze,Metro,Morning,1429.52,2,5,5,0.69,1,0,5.0,Medium,0
UPI,Fashion,Gold,Tier1,Afternoon,1537.92,1,4,3,0.45,0,1,3.4,Medium,0
COD,Fashion,Bronze,Tier1,Morning,1822.92,3,2,6,0.39,0,0,4.2,Medium,1
Prepaid,Electronics,Silver,Metro,Afternoon,1538.82,3,3,4,0.79,0,0,4.9,High,0
Prepaid,Sports,Silver,Tier1,Morning,1788.0,1,4,4,0.41,0,0,3.6,Medium,0
UPI,Toys,Silver,Tier2,Afternoon,2405.42,1,4,4,0.56,1,0,4.0,Medium,0
Card,Sports,Silver,Metro,Morning,1721.76,2,3,2,0.69,1,1,4.7,High,0
COD,Beauty,Bronze,Tier1,Afternoon,2512.29,1,3,10,0.89,0,0,3.2,Medium,0
COD,Electronics,Bronze,Tier2,Evening,2002.44,3,4,2,0.86,0,0,2.9,Low,0
UPI,Home,Bronze,Metro,Afternoon,2032.0,1,1,2,0.73,1,0,2.6,High,0
Prepaid,Home,Bronze,Tier2,Evening,709.35,2,4,2,0.41,0,0,3.2,High,0
Prepaid,Toys,Gold,Metro,Afternoon,761.4,1,4,3,0.33,1,0,3.2,High,0
Prepaid,Beauty,Gold,Metro,Evening,1095.17,2,4,4,0.64,1,0,4.2,Medium,0
Prepaid,Beauty,Bronze,Tier2,Morning,2464.33,1,4,5,0.91,1,0,3.8,Medium,0
Card,Beauty,Bronze,Metro,Evening,784.27,1,3,5,0.53,1,0,3.2,Medium,1
Card,Fashion,Bronze,Tier1,Morning,2915.97,1,3,4,0.79,1,1,4.6,Low,1
Prepaid,Electronics,Silver,Tier2,Evening,1916.03,2,4,6,0.87,1,0,3.9,Low,0
COD,Home,Silver,Metro,Morning,874.34,1,3,1,0.41,1,0,2.5,Low,1
UPI,Electronics,Silver,Tier1,Evening,2332.95,1,4,1,0.97,1,0,2.5,Medium,1
COD,Electronics,Bronze,Rural,Afternoon,1312.37,2,4,5,0.4,1,0,3.8,Medium,1
COD,Electronics,Bronze,Tier2,Morning,1003.22,1,4,4,0.67,0,0,4.3,High,0
UPI,Beauty,Silver,Metro,Morning,1396.3,1,2,4,0.73,0,1,2.6,Medium,1
COD,Toys,Silver,Tier2,Evening,831.71,1,5,3,0.64,1,0,4.5,High,0
COD,Toys,Silver,Metro,Afternoon,607.65,1,5,6,0.7,1,0,2.7,Medium,0
COD,Beauty,Gold,Metro,Morning,2492.03,1,5,4,0.37,1,0,4.5,Low,0
UPI,Home,Silver,Tier2,Morning,3366.63,1,3,3,0.32,0,0,2.5,Medium,0
Prepaid,Home,Bronze,Metro,Afternoon,2612.97,1,1,2,0.21,0,0,3.4,High,0
Prepaid,Home,Bronze,Metro,Afternoon,2091.92,3,4,10,0.69,1,0,3.5,High,0
COD,Toys,Bronze,Tier1,Afternoon,1479.06,2,4,5,0.94,1,1,4.6,High,1
UPI,Toys,Silver,Rural,Morning,1837.9,3,4,4,0.74,0,0,2.9,Medium,1
UPI,Electronics,Silver,Metro,Evening,653.4,1,5,4,0.72,1,0,2.9,High,0
COD,Beauty,Bronze,Metro,Evening,646.96,1,4,2,0.63,1,0,5.0,Medium,1
COD,Fashion,Silver,Tier1,Morning,930.24,1,5,5,0.69,0,0,3.2,High,0
COD,Electronics,Bronze,Tier1,Morning,477.19,3,2,7,0.78,0,1,4.1,Medium,1
Card,Books,Bronze,Tier1,Morning,2284.94,2,5,7,0.32,1,1,3.4,Medium,0
Prepaid,Toys,Silver,Rural,Morning,1642.37,1,5,6,0.78,0,1,2.8,Low,0
Card,Electronics,Silver,Metro,Afternoon,1643.49,1,4,5,0.32,0,1,2.7,High,0
COD,Beauty,Silver,Metro,Morning,334.77,1,5,3,0.44,1,0,2.9,Medium,0
UPI,Books,Gold,Metro,Morning,2314.8,3,5,3,0.47,0,0,4.3,Medium,0
UPI,Sports,Silver,Tier2,Morning,1541.53,1,2,6,0.43,1,0,4.7,Low,0
Prepaid,Electronics,Bronze,Tier1,Afternoon,1454.95,2,4,5,0.62,1,1,4.8,Medium,0
Card,Beauty,Bronze,Tier2,Afternoon,2198.78,1,4,10,0.64,1,0,2.5,High,1
COD,Beauty,Silver,Rural,Afternoon,2636.46,1,4,2,0.86,1,0,3.8,Low,1
COD,Toys,Silver,Metro,Morning,3400.49,2,2,3,0.66,0,1,3.8,Medium,1
Prepaid,Fashion,Silver,Rural,Afternoon,1723.56,2,4,6,1.0,1,1,2.9,High,0
Prepaid,Electronics,Silver,Metro,Morning,945.2,2,4,1,0.76,0,0,4.0,Low,0
Prepaid,Beauty,Silver,Tier1,Morning,1807.77,1,4,3,0.78,1,0,3.8,High,0
COD,Home,Bronze,Tier2,Evening,798.12,2,4,9,1.0,1,0,4.8,Medium,0
Prepaid,Beauty,Silver,Tier2,Afternoon,1130.9,2,4,4,0.39,0,0,2.6,High,0
COD,Fashion,Gold,Tier2,Evening,855.75,2,4,3,0.72,1,0,4.0,Low,0
COD,Beauty,Silver,Tier1,Evening,556.16,1,5,8,0.91,0,0,2.5,Low,0
Prepaid,Toys,Silver,Rural,Afternoon,839.0,1,4,3,0.97,1,0,3.8,Low,0
Prepaid,Sports,Silver,Tier2,Afternoon,1904.0,3,5,2,0.56,0,0,4.6,High,1
COD,Electronics,Silver,Tier1,Evening,1185.8,1,1,4,0.54,0,0,3.7,High,0
COD,Toys,Silver,Rural,Morning,1977.7,1,5,5,0.28,1,0,3.8,High,1
COD,Electronics,Bronze,Rural,Evening,855.64,3,5,2,0.92,0,0,3.1,High,1
COD,Books,Bronze,Tier1,Afternoon,2222.27,1,4,5,0.95,1,1,3.3,High,0
UPI,Electronics,Bronze,Tier2,Morning,2045.35,2,5,4,0.91,1,1,4.0,Medium,0
Card,Books,Silver,Tier2,Evening,804.03,1,5,2,0.38,1,1,2.8,Low,0
COD,Toys,Gold,Tier2,Evening,2490.05,2,1,5,0.44,0,0,3.3,Low,1
UPI,Home,Silver,Metro,Evening,1168.96,1,4,3,0.96,1,0,2.7,High,0
UPI,Fashion,Bronze,Tier2,Afternoon,699.57,3,5,3,0.69,0,0,4.7,Low,1
UPI,Home,Silver,Rural,Evening,788.43,1,3,2,0.71,1,0,3.9,Low,1
COD,Books,Silver,Metro,Afternoon,491.04,1,5,4,0.53,1,1,3.8,Medium,0
Card,Beauty,Silver,Tier2,Morning,1522.59,1,3,5,0.69,0,0,4.3,High,0
COD,Beauty,Bronze,Tier1,Morning,2043.39,1,4,9,0.33,0,0,2.6,Medium,1
COD,Home,Bronze,Metro,Evening,2824.2,1,4,3,0.96,1,0,4.3,High,0
COD,Beauty,Gold,Metro,Afternoon,3048.14,1,4,5,0.96,0,1,4.8,High,1
Prepaid,Books,Bronze,Tier2,Evening,5233.0,1,3,2,0.89,1,1,4.7,Medium,0
COD,Toys,Gold,Tier1,Morning,945.13,2,4,8,0.4,0,0,2.9,High,0
COD,Fashion,Silver,Tier1,Afternoon,1082.84,1,4,5,0.9,0,0,3.3,Medium,0
COD,Sports,Gold,Tier1,Morning,1016.95,1,4,5,0.76,1,0,2.8,Medium,0
UPI,Electronics,Gold,Tier1,Morning,2497.27,1,5,4,0.4,0,1,3.8,Medium,0
UPI,Books,Gold,Metro,Afternoon,1310.53,1,5,4,0.87,1,0,3.1,High,0
COD,Sports,Bronze,Tier2,Afternoon,2156.78,3,2,4,0.27,0,1,2.9,High,1
UPI,Books,Bronze,Tier2,Afternoon,1570.58,1,5,1,0.77,1,0,3.1,High,1
UPI,Electronics,Gold,Metro,Evening,3464.52,3,4,2,1.0,1,0,3.9,Low,1
UPI,Electronics,Silver,Tier1,Evening,744.99,1,4,3,0.54,0,1,3.6,Medium,0
COD,Fashion,Silver,Tier2,Afternoon,453.34,2,3,3,0.7,1,0,2.7,High,1
Prepaid,Fashion,Silver,Metro,Afternoon,2039.66,2,3,2,0.37,0,1,3.6,High,0
Card,Fashion,Bronze,Rural,Evening,2418.46,1,2,4,0.57,1,0,3.3,High,1
Prepaid,Beauty,Gold,Tier1,Afternoon,2912.52,1,5,4,0.29,0,0,4.9,High,0
COD,Books,Silver,Metro,Morning,3913.34,1,4,4,0.76,0,0,4.3,Medium,1
Prepaid,Toys,Silver,Tier1,Afternoon,1801.66,1,2,6,0.82,1,0,3.4,High,0
Prepaid,Electronics,Gold,Tier1,Evening,969.11,1,4,8,0.67,1,0,2.8,Medium,1
Prepaid,Books,Silver,Metro,Afternoon,2937.2,1,3,8,0.79,1,0,2.7,Medium,0
COD,Sports,Bronze,Metro,Afternoon,1605.36,1,4,7,0.75,1,0,4.1,High,0
COD,Books,Bronze,Metro,Morning,1605.78,3,3,5,0.94,0,0,2.7,Medium,1
UPI,Fashion,Gold,Tier1,Afternoon,4042.09,2,5,5,0.58,1,1,4.3,Medium,0
UPI,Fashion,Bronze,Tier1,Evening,1537.87,1,5,2,0.63,0,1,2.8,High,0
COD,Books,Bronze,Rural,Evening,779.31,1,4,5,0.5,0,0,2.6,Medium,0
Card,Fashion,Silver,Tier2,Morning,2880.69,3,3,3,0.48,0,0,5.0,High,0
COD,Beauty,Silver,Tier2,Morning,1014.4,2,5,5,0.85,1,0,4.9,Medium,1
Prepaid,Electronics,Gold,Tier2,Evening,1898.32,3,2,3,0.94,0,0,3.9,Medium,1
UPI,Sports,Silver,Tier1,Afternoon,4029.26,1,2,5,0.45,1,0,4.8,High,0
UPI,Books,Bronze,Tier2,Evening,1114.2,1,4,2,0.54,1,0,4.9,Medium,0
Card,Electronics,Silver,Tier1,Morning,1949.05,1,3,3,0.48,1,1,3.6,Medium,0
COD,Beauty,Gold,Tier1,Evening,443.78,1,4,4,0.88,0,1,2.5,High,0
UPI,Sports,Silver,Tier1,Morning,608.76,1,3,3,0.96,1,0,4.1,High,0
COD,Fashion,Silver,Tier2,Evening,611.53,1,2,3,0.92,0,0,3.5,High,0
Prepaid,Home,Silver,Tier2,Afternoon,958.79,2,4,4,0.21,1,1,4.2,High,1
Prepaid,Beauty,Bronze,Tier1,Afternoon,2829.99,1,4,6,0.34,1,1,2.9,Medium,0
Prepaid,Home,Gold,Metro,Morning,1897.8,3,4,6,0.92,0,0,5.0,Medium,0
COD,Electronics,Silver,Tier1,Afternoon,786.94,1,3,2,0.62,1,0,4.4,Medium,0
UPI,Books,Silver,Metro,Morning,1614.72,1,5,3,0.5,1,0,3.2,Medium,0
COD,Sports,Bronze,Rural,Afternoon,976.99,1,4,3,0.53,1,0,4.4,Medium,0
COD,Fashion,Silver,Tier1,Evening,1346.41,1,4,5,0.86,1,0,4.6,High,0
Prepaid,Sports,Gold,Metro,Afternoon,2101.34,1,4,4,0.85,1,0,3.7,High,0
Prepaid,Beauty,Gold,Metro,Evening,1202.98,2,5,4,0.86,1,1,3.5,Low,1
UPI,Fashion,Silver,Metro,Morning,2807.86,2,5,6,0.88,1,0,3.1,Low,0
COD,Home,Gold,Metro,Afternoon,596.6,1,4,5,0.26,1,0,4.6,Low,0
COD,Home,Silver,Rural,Afternoon,1136.75,1,1,4,0.81,0,0,3.5,Low,0
UPI,Toys,Bronze,Rural,Evening,1391.97,1,4,4,0.69,1,1,4.5,Medium,0
Prepaid,Sports,Silver,Rural,Morning,1105.35,2,4,3,0.4,1,1,4.7,Low,0
COD,Books,Silver,Tier2,Afternoon,1327.09,3,5,2,0.67,0,0,3.9,Medium,0
Prepaid,Home,Bronze,Tier2,Morning,1932.25,2,3,3,0.75,1,0,2.9,Medium,1
Prepaid,Books,Silver,Rural,Morning,2457.2,2,4,5,0.66,1,0,2.6,High,0
Prepaid,Toys,Gold,Rural,Afternoon,1285.09,1,1,6,0.48,1,0,4.3,Medium,0
Prepaid,Beauty,Silver,Rural,Evening,1727.59,3,3,6,0.4,1,1,4.6,Medium,1
UPI,Toys,Bronze,Rural,Morning,1466.97,2,3,3,0.27,1,0,4.7,Low,1
UPI,Books,Bronze,Tier2,Morning,902.66,3,2,7,0.25,0,0,3.4,High,0
Prepaid,Home,Gold,Metro,Afternoon,1016.96,2,4,4,0.48,1,1,3.0,Low,0
COD,Electronics,Silver,Tier1,Morning,1210.12,2,3,6,0.39,1,0,2.6,Low,1
UPI,Books,Bronze,Tier2,Afternoon,3397.08,2,3,5,0.6,0,0,3.1,High,1
Prepaid,Fashion,Silver,Tier1,Morning,967.27,1,2,6,0.65,1,0,3.1,High,0
Prepaid,Electronics,Bronze,Tier2,Evening,1488.08,1,5,1,0.5,0,1,4.0,High,1
COD,Sports,Silver,Tier2,Evening,484.23,1,2,4,0.5,0,1,3.1,Medium,1
UPI,Books,Bronze,Tier2,Evening,1375.24,3,5,5,0.8,1,0,3.1,Medium,1
Prepaid,Fashion,Bronze,Metro,Evening,2770.58,2,4,4,0.2,0,0,3.4,Low,0
COD,Sports,Gold,Tier1,Afternoon,677.42,3,1,6,1.0,1,0,4.1,High,0
COD,Toys,Silver,Metro,Afternoon,1133.7,1,5,5,0.55,0,0,3.5,High,0
UPI,Electronics,Gold,Tier1,Afternoon,1578.86,1,4,4,0.67,0,1,4.3,High,0
COD,Books,Silver,Tier2,Afternoon,471.35,2,3,4,0.39,1,0,3.6,High,0
Card,Beauty,Bronze,Metro,Afternoon,4656.57,1,3,4,0.37,1,0,4.5,Low,1
Prepaid,Toys,Silver,Metro,Evening,2958.02,1,3,4,0.74,0,0,3.7,Medium,0
Prepaid,Fashion,Bronze,Tier1,Morning,1616.98,2,3,3,0.98,1,0,4.5,Medium,0
COD,Beauty,Silver,Tier2,Morning,1353.77,2,3,3,0.93,0,0,4.6,High,0
COD,Home,Bronze,Metro,Evening,1147.54,1,3,2,0.95,1,0,4.4,Medium,0
Card,Toys,Silver,Tier2,Evening,1539.7,1,4,2,0.61,1,0,3.8,Low,1
COD,Toys,Bronze,Tier1,Afternoon,1750.65,2,4,4,0.49,1,1,4.1,High,0
UPI,Books,Gold,Metro,Afternoon,1781.15,2,3,5,0.81,1,0,2.6,High,0
COD,Books,Silver,Tier2,Morning,1051.0,1,2,5,0.63,0,0,3.2,High,0
COD,Fashion,Silver,Rural,Morning,966.06,1,1,4,0.85,0,0,3.5,Low,1
COD,Toys,Silver,Tier1,Afternoon,905.68,1,3,5,0.76,1,0,2.6,High,0
Prepaid,Books,Silver,Tier2,Afternoon,1041.45,1,5,8,0.49,1,0,4.6,Low,0
Card,Home,Silver,Tier2,Evening,3025.55,1,3,9,0.25,0,0,3.2,High,0
